target_id,target,sport,work_package,status,evidence,source,source_date,capabilities_validated,backend_tests,frontend_tests,device_tests,blocker_or_notes
espn:basketball:nba-summer-las-vegas,Las Vegas Summer League,basketball,W2-team-and-soccer,candidate,sample-returned,https://site.api.espn.com/apis/site/v2/sports/basketball/nba-summer-las-vegas/scoreboard,2026-07-19T20:30Z,,not-run,not-run,not-run,
espn:basketball:nba-summer-orlando,Orlando Summer League,basketball,W2-team-and-soccer,candidate,directory-only,https://site.api.espn.com/apis/site/v2/sports/basketball/nba-summer-orlando/scoreboard,,,not-run,not-run,not-run,
espn:basketball:nba-summer-sacramento,Sacramento Summer League,basketball,W2-team-and-soccer,candidate,directory-only,https://site.api.espn.com/apis/site/v2/sports/basketball/nba-summer-sacramento/scoreboard,,,not-run,not-run,not-run,
espn:basketball:nba-summer-utah,Salt Lake City Summer League,basketball,W2-team-and-soccer,candidate,directory-only,https://site.api.espn.com/apis/site/v2/sports/basketball/nba-summer-utah/scoreboard,,,not-run,not-run,not-run,
espn:basketball:nbl,National Basketball League,basketball,W2-team-and-soccer,candidate,sample-returned,https://site.api.espn.com/apis/site/v2/sports/basketball/nbl/scoreboard,2026-09-24T09:30Z,,not-run,not-run,not-run,
espn:basketball:womens-olympics-basketball,Olympics Women's Basketball,basketball,W2-team-and-soccer,candidate,sample-returned,https://site.api.espn.com/apis/site/v2/sports/basketball/womens-olympics-basketball/scoreboard,2024-08-11T09:30Z,,not-run,not-run,not-run,Returned event predates 2026; validate current coverage or legitimate tournament cycle
espn:field-hockey:womens-college-field-hockey,NCAA Women's Field Hockey,field-hockey,W3-new-sports,candidate,sample-returned,https://site.api.espn.com/apis/site/v2/sports/field-hockey/womens-college-field-hockey/scoreboard,2026-09-24T14:00Z,,not-run,not-run,not-run,
espn:football:cfl,Canadian Football League,football,W6-source-resolution,candidate,sample-returned,https://site.api.espn.com/apis/site/v2/sports/football/cfl/scoreboard,2022-11-20T23:00Z,,not-run,not-run,not-run,Returned event predates 2026; validate current coverage or legitimate tournament cycle
espn:football:ufl,United Football League,football,W2-team-and-soccer,candidate,sample-returned,https://site.api.espn.com/apis/site/v2/sports/football/ufl/scoreboard,2026-06-13T19:00Z,,not-run,not-run,not-run,
espn:football:xfl,XFL,football,W2-team-and-soccer,candidate,directory-only,https://site.api.espn.com/apis/site/v2/sports/football/xfl/scoreboard,,,not-run,not-run,not-run,
espn:golf:champions-tour,PGA Tour Champions,golf,W4-golf,candidate,sample-returned,https://site.api.espn.com/apis/site/v2/sports/golf/champions-tour/scoreboard,2026-10-02T04:00Z,,not-run,not-run,not-run,Sample has no competitors; schedule availability is not leaderboard/result availability
espn:golf:eur,DP World Tour,golf,W4-golf,candidate,sample-returned,https://site.api.espn.com/apis/site/v2/sports/golf/eur/scoreboard,2026-09-24T04:00Z,,not-run,not-run,not-run,
espn:golf:liv,LIV Golf Invitational Series,golf,W4-golf,candidate,sample-returned,https://site.api.espn.com/apis/site/v2/sports/golf/liv/scoreboard,2026-08-30T04:00Z,,not-run,not-run,not-run,Sample has no competitors; schedule availability is not leaderboard/result availability
espn:golf:lpga,Ladies Pro Golf Association,golf,W4-golf,candidate,sample-returned,https://site.api.espn.com/apis/site/v2/sports/golf/lpga/scoreboard,2026-09-25T04:00Z,,not-run,not-run,not-run,
espn:golf:mens-olympics-golf,Olympic Golf - Men,golf,W4-golf,candidate,directory-only,https://site.api.espn.com/apis/site/v2/sports/golf/mens-olympics-golf/scoreboard,,,not-run,not-run,not-run,
espn:golf:ntw,Korn Ferry Tour,golf,W4-golf,candidate,sample-returned,https://site.api.espn.com/apis/site/v2/sports/golf/ntw/scoreboard,2026-10-01T04:00Z,,not-run,not-run,not-run,Sample has no competitors; schedule availability is not leaderboard/result availability
espn:golf:tgl,TGL,golf,W4-golf,candidate,sample-returned,https://site.api.espn.com/apis/site/v2/sports/golf/tgl/scoreboard,2026-03-24T01:00Z,,not-run,not-run,not-run,Team golf with multiple competitions; do not use PGA athlete-only normalizer
espn:golf:womens-olympics-golf,Olympic Golf - Women,golf,W4-golf,candidate,directory-only,https://site.api.espn.com/apis/site/v2/sports/golf/womens-olympics-golf/scoreboard,,,not-run,not-run,not-run,
espn:hockey:hockey-world-cup,World Cup of Hockey,hockey,W2-team-and-soccer,candidate,directory-only,https://site.api.espn.com/apis/site/v2/sports/hockey/hockey-world-cup/scoreboard,,,not-run,not-run,not-run,
espn:hockey:mens-college-hockey,NCAA Men's Ice Hockey,hockey,W2-team-and-soccer,candidate,sample-returned,https://site.api.espn.com/apis/site/v2/sports/hockey/mens-college-hockey/scoreboard,2026-10-02T22:00Z,,not-run,not-run,not-run,
espn:hockey:olympics-mens-ice-hockey,Men's Ice Hockey,hockey,W2-team-and-soccer,candidate,directory-only,https://site.api.espn.com/apis/site/v2/sports/hockey/olympics-mens-ice-hockey/scoreboard,,,not-run,not-run,not-run,
espn:hockey:olympics-womens-ice-hockey,Women's Ice Hockey,hockey,W2-team-and-soccer,candidate,directory-only,https://site.api.espn.com/apis/site/v2/sports/hockey/olympics-womens-ice-hockey/scoreboard,,,not-run,not-run,not-run,
espn:hockey:womens-college-hockey,NCAA Women's Hockey,hockey,W2-team-and-soccer,candidate,sample-returned,https://site.api.espn.com/apis/site/v2/sports/hockey/womens-college-hockey/scoreboard,2026-09-24T21:00Z,,not-run,not-run,not-run,
espn:lacrosse:mens-college-lacrosse,NCAA Men's Lacrosse,lacrosse,W3-new-sports,candidate,sample-returned,https://site.api.espn.com/apis/site/v2/sports/lacrosse/mens-college-lacrosse/scoreboard,2026-05-25T17:00Z,,not-run,not-run,not-run,
espn:lacrosse:nll,National Lacrosse League,lacrosse,W3-new-sports,candidate,sample-returned,https://site.api.espn.com/apis/site/v2/sports/lacrosse/nll/scoreboard,2026-05-17T22:00Z,,not-run,not-run,not-run,
espn:lacrosse:pll,Premier Lacrosse League,lacrosse,W3-new-sports,candidate,sample-returned,https://site.api.espn.com/apis/site/v2/sports/lacrosse/pll/scoreboard,2026-09-20T16:30Z,,not-run,not-run,not-run,
espn:lacrosse:womens-college-lacrosse,NCAA Women's Lacrosse,lacrosse,W3-new-sports,candidate,sample-returned,https://site.api.espn.com/apis/site/v2/sports/lacrosse/womens-college-lacrosse/scoreboard,2026-05-24T16:00Z,,not-run,not-run,not-run,
espn:mma:absolute,Absolute Championship Berkut,mma,W5-combat,candidate,directory-only,https://site.api.espn.com/apis/site/v2/sports/mma/absolute/scoreboard,,,not-run,not-run,not-run,
espn:mma:affliction,Affliction,mma,W5-combat,candidate,directory-only,https://site.api.espn.com/apis/site/v2/sports/mma/affliction/scoreboard,,,not-run,not-run,not-run,
espn:mma:bang-fighting,Bang Fighting Championships,mma,W5-combat,candidate,directory-only,https://site.api.espn.com/apis/site/v2/sports/mma/bang-fighting/scoreboard,,,not-run,not-run,not-run,
espn:mma:banni-fight,Banni Fight Combat,mma,W5-combat,candidate,directory-only,https://site.api.espn.com/apis/site/v2/sports/mma/banni-fight/scoreboard,,,not-run,not-run,not-run,
espn:mma:banzay,Banzay Fight Championship,mma,W5-combat,candidate,directory-only,https://site.api.espn.com/apis/site/v2/sports/mma/banzay/scoreboard,,,not-run,not-run,not-run,
espn:mma:barracao,Barracao Fight Championship,mma,W5-combat,candidate,directory-only,https://site.api.espn.com/apis/site/v2/sports/mma/barracao/scoreboard,,,not-run,not-run,not-run,
espn:mma:battlezone,Battlezone Fighting Championships,mma,W5-combat,candidate,directory-only,https://site.api.espn.com/apis/site/v2/sports/mma/battlezone/scoreboard,,,not-run,not-run,not-run,
espn:mma:bellator,Bellator Fighting Championship,mma,W5-combat,candidate,directory-only,https://site.api.espn.com/apis/site/v2/sports/mma/bellator/scoreboard,,,not-run,not-run,not-run,
espn:mma:benevides,Benevides Fight Championship,mma,W5-combat,candidate,directory-only,https://site.api.espn.com/apis/site/v2/sports/mma/benevides/scoreboard,,,not-run,not-run,not-run,
espn:mma:big-fight,Big Fight Champions,mma,W5-combat,candidate,directory-only,https://site.api.espn.com/apis/site/v2/sports/mma/big-fight/scoreboard,,,not-run,not-run,not-run,
espn:mma:blackout,Blackout Fighting Championship,mma,W5-combat,candidate,directory-only,https://site.api.espn.com/apis/site/v2/sports/mma/blackout/scoreboard,,,not-run,not-run,not-run,
espn:mma:bosnia,Bosnia Fight Championship,mma,W5-combat,candidate,directory-only,https://site.api.espn.com/apis/site/v2/sports/mma/bosnia/scoreboard,,,not-run,not-run,not-run,
espn:mma:boxe,Boxe Fight Combat,mma,W5-combat,candidate,directory-only,https://site.api.espn.com/apis/site/v2/sports/mma/boxe/scoreboard,,,not-run,not-run,not-run,
espn:mma:brazilian-freestyle,Brazilian Freestyle Circuit,mma,W5-combat,candidate,directory-only,https://site.api.espn.com/apis/site/v2/sports/mma/brazilian-freestyle/scoreboard,,,not-run,not-run,not-run,
espn:mma:budo,Budo Fighting Championships,mma,W5-combat,candidate,directory-only,https://site.api.espn.com/apis/site/v2/sports/mma/budo/scoreboard,,,not-run,not-run,not-run,
espn:mma:cage-warriors,Cage Warriors Fighting Championship,mma,W5-combat,candidate,directory-only,https://site.api.espn.com/apis/site/v2/sports/mma/cage-warriors/scoreboard,,,not-run,not-run,not-run,
espn:mma:dream,Dream,mma,W5-combat,candidate,directory-only,https://site.api.espn.com/apis/site/v2/sports/mma/dream/scoreboard,,,not-run,not-run,not-run,
espn:mma:fng,Fight Nights Global,mma,W5-combat,candidate,directory-only,https://site.api.espn.com/apis/site/v2/sports/mma/fng/scoreboard,,,not-run,not-run,not-run,
espn:mma:ifc,Invicta FC,mma,W5-combat,candidate,sample-returned,https://site.api.espn.com/apis/site/v2/sports/mma/ifc/scoreboard,2025-04-04T04:00Z,,not-run,not-run,not-run,Returned event predates 2026; validate current coverage or legitimate tournament cycle
espn:mma:ifl,International Fight League,mma,W5-combat,candidate,directory-only,https://site.api.espn.com/apis/site/v2/sports/mma/ifl/scoreboard,,,not-run,not-run,not-run,
espn:mma:k1,K-1,mma,W5-combat,candidate,directory-only,https://site.api.espn.com/apis/site/v2/sports/mma/k1/scoreboard,,,not-run,not-run,not-run,
espn:mma:ksw,Konfrontacja Sztuk Walki,mma,W5-combat,candidate,sample-returned,https://site.api.espn.com/apis/site/v2/sports/mma/ksw/scoreboard,2024-12-20T05:00Z,,not-run,not-run,not-run,Returned event predates 2026; validate current coverage or legitimate tournament cycle
espn:mma:lfa,Legacy Fighting Alliance,mma,W5-combat,candidate,directory-only,https://site.api.espn.com/apis/site/v2/sports/mma/lfa/scoreboard,,,not-run,not-run,not-run,
espn:mma:lfc,Legacy Fighting Championship,mma,W5-combat,candidate,directory-only,https://site.api.espn.com/apis/site/v2/sports/mma/lfc/scoreboard,,,not-run,not-run,not-run,
espn:mma:m1,M-1 Mix-Fight Championship,mma,W5-combat,candidate,directory-only,https://site.api.espn.com/apis/site/v2/sports/mma/m1/scoreboard,,,not-run,not-run,not-run,
espn:mma:mfc,Maximum Fighting Championship,mma,W5-combat,candidate,directory-only,https://site.api.espn.com/apis/site/v2/sports/mma/mfc/scoreboard,,,not-run,not-run,not-run,
espn:mma:mvp,MVP,mma,W5-combat,candidate,directory-only,https://site.api.espn.com/apis/site/v2/sports/mma/mvp/scoreboard,,,not-run,not-run,not-run,
espn:mma:ofc,One Fighting Championship,mma,W5-combat,candidate,sample-returned,https://site.api.espn.com/apis/site/v2/sports/mma/ofc/scoreboard,2026-02-27T05:00Z,,not-run,not-run,not-run,
espn:mma:other,Other,mma,W5-combat,candidate,directory-only,https://site.api.espn.com/apis/site/v2/sports/mma/other/scoreboard,,,not-run,not-run,not-run,
espn:mma:pancrase,Pancrase,mma,W5-combat,candidate,directory-only,https://site.api.espn.com/apis/site/v2/sports/mma/pancrase/scoreboard,,,not-run,not-run,not-run,
espn:mma:pfl,Professional Fighters League,mma,W5-combat,candidate,sample-returned,https://site.api.espn.com/apis/site/v2/sports/mma/pfl/scoreboard,2026-10-16T22:00Z,,not-run,not-run,not-run,
espn:mma:pride,PRIDE Fighting Championships,mma,W5-combat,candidate,directory-only,https://site.api.espn.com/apis/site/v2/sports/mma/pride/scoreboard,,,not-run,not-run,not-run,
espn:mma:proelite,ProElite,mma,W5-combat,candidate,directory-only,https://site.api.espn.com/apis/site/v2/sports/mma/proelite/scoreboard,,,not-run,not-run,not-run,
espn:mma:rfa,Resurrection Fighting Alliance,mma,W5-combat,candidate,directory-only,https://site.api.espn.com/apis/site/v2/sports/mma/rfa/scoreboard,,,not-run,not-run,not-run,
espn:mma:rizin,Rizin Fight Federation,mma,W5-combat,candidate,sample-returned,https://site.api.espn.com/apis/site/v2/sports/mma/rizin/scoreboard,2024-12-31T05:00Z,,not-run,not-run,not-run,Returned event predates 2026; validate current coverage or legitimate tournament cycle
espn:mma:roc,Ring of Combat,mma,W5-combat,candidate,directory-only,https://site.api.espn.com/apis/site/v2/sports/mma/roc/scoreboard,,,not-run,not-run,not-run,
espn:mma:sfl,Super Fight League,mma,W5-combat,candidate,directory-only,https://site.api.espn.com/apis/site/v2/sports/mma/sfl/scoreboard,,,not-run,not-run,not-run,
espn:mma:shark-fights,Shark Fights,mma,W5-combat,candidate,directory-only,https://site.api.espn.com/apis/site/v2/sports/mma/shark-fights/scoreboard,,,not-run,not-run,not-run,
espn:mma:shooto-brazil,Shooto Brazil,mma,W5-combat,candidate,directory-only,https://site.api.espn.com/apis/site/v2/sports/mma/shooto-brazil/scoreboard,,,not-run,not-run,not-run,
espn:mma:shooto-japan,Shooto Japan,mma,W5-combat,candidate,directory-only,https://site.api.espn.com/apis/site/v2/sports/mma/shooto-japan/scoreboard,,,not-run,not-run,not-run,
espn:mma:shoxc,ShoXC: Showtime Xtreme Combat,mma,W5-combat,candidate,directory-only,https://site.api.espn.com/apis/site/v2/sports/mma/shoxc/scoreboard,,,not-run,not-run,not-run,
espn:mma:strikeforce,Strikeforce,mma,W5-combat,candidate,directory-only,https://site.api.espn.com/apis/site/v2/sports/mma/strikeforce/scoreboard,,,not-run,not-run,not-run,
espn:mma:tfc,Titan Fighting Championships,mma,W5-combat,candidate,directory-only,https://site.api.espn.com/apis/site/v2/sports/mma/tfc/scoreboard,,,not-run,not-run,not-run,
espn:mma:tpf,Tachi Palace Fights,mma,W5-combat,candidate,directory-only,https://site.api.espn.com/apis/site/v2/sports/mma/tpf/scoreboard,,,not-run,not-run,not-run,
espn:mma:vfc,Victory Fighting Championship,mma,W5-combat,candidate,directory-only,https://site.api.espn.com/apis/site/v2/sports/mma/vfc/scoreboard,,,not-run,not-run,not-run,
espn:mma:wec,World Extreme Cagefighting,mma,W5-combat,candidate,directory-only,https://site.api.espn.com/apis/site/v2/sports/mma/wec/scoreboard,,,not-run,not-run,not-run,
espn:mma:xfc,Xtreme Fighting Championships,mma,W5-combat,candidate,directory-only,https://site.api.espn.com/apis/site/v2/sports/mma/xfc/scoreboard,,,not-run,not-run,not-run,
espn:racing:nascar-secondary,NASCAR O'Reilly Auto Parts Series,racing,W5-racing,candidate,sample-returned,https://site.api.espn.com/apis/site/v2/sports/racing/nascar-secondary/scoreboard,2026-10-03T23:30Z,,not-run,not-run,not-run,Sample has no competitors; schedule availability is not leaderboard/result availability
espn:racing:nascar-truck,NASCAR Truck Series,racing,W5-racing,candidate,sample-returned,https://site.api.espn.com/apis/site/v2/sports/racing/nascar-truck/scoreboard,2026-09-26T17:00Z,,not-run,not-run,not-run,Sample has no competitors; schedule availability is not leaderboard/result availability
espn:rugby:268565,British and Irish Lions Tour,rugby,W2-team-and-soccer,candidate,directory-only,https://site.api.espn.com/apis/site/v2/sports/rugby/268565/scoreboard,,,not-run,not-run,not-run,
espn:rugby:244293,The Rugby Championship,rugby,W2-team-and-soccer,candidate,sample-returned,https://site.api.espn.com/apis/site/v2/sports/rugby/244293/scoreboard,2025-10-04T10:05Z,,not-run,not-run,not-run,Returned event predates 2026; validate current coverage or legitimate tournament cycle
espn:rugby:271937,European Rugby Champions Cup,rugby,W2-team-and-soccer,candidate,sample-returned,https://site.api.espn.com/apis/site/v2/sports/rugby/271937/scoreboard,2026-10-16T19:00Z,,not-run,not-run,not-run,
espn:rugby:272073,European Rugby Challenge Cup,rugby,W2-team-and-soccer,candidate,directory-only,https://site.api.espn.com/apis/site/v2/sports/rugby/272073/scoreboard,,,not-run,not-run,not-run,
espn:rugby:270557,United Rugby Championship,rugby,W2-team-and-soccer,candidate,sample-returned,https://site.api.espn.com/apis/site/v2/sports/rugby/270557/scoreboard,2026-09-25T18:45Z,,not-run,not-run,not-run,
espn:rugby:2009,URBA Primera A,rugby,W2-team-and-soccer,candidate,directory-only,https://site.api.espn.com/apis/site/v2/sports/rugby/2009/scoreboard,,,not-run,not-run,not-run,
espn:rugby:17567,Nations Championship,rugby,W2-team-and-soccer,candidate,directory-only,https://site.api.espn.com/apis/site/v2/sports/rugby/17567/scoreboard,,,not-run,not-run,not-run,
espn:rugby:289279,URBA Top 14,rugby,W2-team-and-soccer,candidate,directory-only,https://site.api.espn.com/apis/site/v2/sports/rugby/289279/scoreboard,,,not-run,not-run,not-run,
espn:rugby:270563,Mitre 10 Cup,rugby,W2-team-and-soccer,candidate,directory-only,https://site.api.espn.com/apis/site/v2/sports/rugby/270563/scoreboard,,,not-run,not-run,not-run,
espn:rugby:282,Olympic Men's 7s,rugby,W2-team-and-soccer,candidate,directory-only,https://site.api.espn.com/apis/site/v2/sports/rugby/282/scoreboard,,,not-run,not-run,not-run,
espn:rugby:283,Olympic Women's Rugby Sevens,rugby,W2-team-and-soccer,candidate,directory-only,https://site.api.espn.com/apis/site/v2/sports/rugby/283/scoreboard,,,not-run,not-run,not-run,
espn:rugby:289237,Women's Rugby World Cup,rugby,W2-team-and-soccer,candidate,sample-returned,https://site.api.espn.com/apis/site/v2/sports/rugby/289237/scoreboard,2025-09-27T11:30Z,,not-run,not-run,not-run,Returned event predates 2026; validate current coverage or legitimate tournament cycle
espn:rugby:289262,Major League Rugby,rugby,W2-team-and-soccer,candidate,sample-returned,https://site.api.espn.com/apis/site/v2/sports/rugby/289262/scoreboard,2026-06-21T23:30Z,,not-run,not-run,not-run,
espn:rugby:289234,International Test Match,rugby,W2-team-and-soccer,candidate,directory-only,https://site.api.espn.com/apis/site/v2/sports/rugby/289234/scoreboard,,,not-run,not-run,not-run,
espn:soccer:eng.fa,English FA Cup,soccer,W2-team-and-soccer,candidate,sample-returned,https://site.api.espn.com/apis/site/v2/sports/soccer/eng.fa/scoreboard,2026-05-16T14:00Z,,not-run,not-run,not-run,
espn:soccer:eng.league_cup,English Carabao Cup,soccer,W2-team-and-soccer,candidate,sample-returned,https://site.api.espn.com/apis/site/v2/sports/soccer/eng.league_cup/scoreboard,2026-09-17T18:30Z,,not-run,not-run,not-run,
espn:soccer:eng.charity,English FA Community Shield,soccer,W2-team-and-soccer,candidate,directory-only,https://site.api.espn.com/apis/site/v2/sports/soccer/eng.charity/scoreboard,,,not-run,not-run,not-run,
espn:soccer:uefa.nations,UEFA Nations League,soccer,W2-team-and-soccer,candidate,directory-only,https://site.api.espn.com/apis/site/v2/sports/soccer/uefa.nations/scoreboard,,,not-run,not-run,not-run,
espn:soccer:fifa.friendly,International Friendly,soccer,W2-team-and-soccer,candidate,directory-only,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.friendly/scoreboard,,,not-run,not-run,not-run,
espn:soccer:esp.super_cup,Spanish Supercopa,soccer,W2-team-and-soccer,candidate,directory-only,https://site.api.espn.com/apis/site/v2/sports/soccer/esp.super_cup/scoreboard,,,not-run,not-run,not-run,
espn:soccer:esp.copa_del_rey,Spanish Copa del Rey,soccer,W2-team-and-soccer,candidate,directory-only,https://site.api.espn.com/apis/site/v2/sports/soccer/esp.copa_del_rey/scoreboard,,,not-run,not-run,not-run,
espn:soccer:concacaf.leagues.cup,Leagues Cup,soccer,W2-team-and-soccer,candidate,directory-only,https://site.api.espn.com/apis/site/v2/sports/soccer/concacaf.leagues.cup/scoreboard,,,not-run,not-run,not-run,
espn:soccer:campeones.cup,Campeones Cup,soccer,W2-team-and-soccer,candidate,directory-only,https://site.api.espn.com/apis/site/v2/sports/soccer/campeones.cup/scoreboard,,,not-run,not-run,not-run,
espn:soccer:fifa.shebelieves,SheBelieves Cup,soccer,W2-team-and-soccer,candidate,directory-only,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.shebelieves/scoreboard,,,not-run,not-run,not-run,
espn:soccer:fifa.w.champions_cup,FIFA Women's Champions Cup,soccer,W2-team-and-soccer,candidate,directory-only,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.w.champions_cup/scoreboard,,,not-run,not-run,not-run,
espn:soccer:uefa.wchampions,UEFA Women's Champions League,soccer,W2-team-and-soccer,candidate,sample-returned,https://site.api.espn.com/apis/site/v2/sports/soccer/uefa.wchampions/scoreboard,2026-09-23T16:45Z,,not-run,not-run,not-run,
espn:soccer:ger.playoff.relegation,German Bundesliga Promotion/Relegation Playoff,soccer,W2-team-and-soccer,candidate,directory-only,https://site.api.espn.com/apis/site/v2/sports/soccer/ger.playoff.relegation/scoreboard,,,not-run,not-run,not-run,
espn:soccer:ger.dfb_pokal,German Cup,soccer,W2-team-and-soccer,candidate,directory-only,https://site.api.espn.com/apis/site/v2/sports/soccer/ger.dfb_pokal/scoreboard,,,not-run,not-run,not-run,
espn:soccer:ita.coppa_italia,Coppa Italia,soccer,W2-team-and-soccer,candidate,directory-only,https://site.api.espn.com/apis/site/v2/sports/soccer/ita.coppa_italia/scoreboard,,,not-run,not-run,not-run,
espn:soccer:fra.super_cup,French Trophee des Champions,soccer,W2-team-and-soccer,candidate,directory-only,https://site.api.espn.com/apis/site/v2/sports/soccer/fra.super_cup/scoreboard,,,not-run,not-run,not-run,
espn:soccer:ita.super_cup,Italian Supercoppa,soccer,W2-team-and-soccer,candidate,directory-only,https://site.api.espn.com/apis/site/v2/sports/soccer/ita.super_cup/scoreboard,,,not-run,not-run,not-run,
espn:soccer:ger.super_cup,German Supercup,soccer,W2-team-and-soccer,candidate,directory-only,https://site.api.espn.com/apis/site/v2/sports/soccer/ger.super_cup/scoreboard,,,not-run,not-run,not-run,
espn:soccer:eng.w.1,English Women's Super League,soccer,W2-team-and-soccer,candidate,sample-returned,https://site.api.espn.com/apis/site/v2/sports/soccer/eng.w.1/scoreboard,2026-09-26T12:30Z,,not-run,not-run,not-run,
espn:soccer:eng.w.promotion.relegation,English Women's Super League Promotion/Relegation Playoff,soccer,W2-team-and-soccer,candidate,directory-only,https://site.api.espn.com/apis/site/v2/sports/soccer/eng.w.promotion.relegation/scoreboard,,,not-run,not-run,not-run,
espn:soccer:fra.coupe_de_france,Coupe de France,soccer,W2-team-and-soccer,candidate,directory-only,https://site.api.espn.com/apis/site/v2/sports/soccer/fra.coupe_de_france/scoreboard,,,not-run,not-run,not-run,
espn:soccer:usa.open,U.S. Open Cup,soccer,W2-team-and-soccer,candidate,directory-only,https://site.api.espn.com/apis/site/v2/sports/soccer/usa.open/scoreboard,,,not-run,not-run,not-run,
espn:soccer:ksa.1,Saudi Pro League,soccer,W2-team-and-soccer,candidate,directory-only,https://site.api.espn.com/apis/site/v2/sports/soccer/ksa.1/scoreboard,,,not-run,not-run,not-run,
espn:soccer:concacaf.nations.league,Concacaf Nations League,soccer,W2-team-and-soccer,candidate,directory-only,https://site.api.espn.com/apis/site/v2/sports/soccer/concacaf.nations.league/scoreboard,,,not-run,not-run,not-run,
espn:soccer:conmebol.libertadores,CONMEBOL Libertadores,soccer,W2-team-and-soccer,candidate,sample-returned,https://site.api.espn.com/apis/site/v2/sports/soccer/conmebol.libertadores/scoreboard,2026-09-18T00:30Z,,not-run,not-run,not-run,
